Iteration	Payoff	Chain	Status	Baseline Natural Flux	Atmospheric Lifetime of N2O	Effective Sensitivity of Temperature on N2O Flux	
440	  -67314.146	2	2	    12608759	   156.14639	 0.053616509	
440	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
440	  -59843.762	4	2	     9545827	   192.50201	        0.06	
440	  -57925.648	5	2	   9488477.1	    197.4914	        0.06	
440	  -61789.134	6	2	   9530789.6	   199.47588	  0.03190956	
440	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
440	  -55317.841	8	2	   9224799.7	         200	        0.06	
440	  -57611.329	9	2	    10262898	   183.80291	        0.06	
450	  -57227.282		2	   9619816.8	   192.37377	        0.06	
450	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
450	  -67314.146	2	2	    12608759	   156.14639	 0.053616509	
450	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
450	  -59843.762	4	2	     9545827	   192.50201	        0.06	
450	  -55577.341	5	1	   9282253.6	   199.76071	        0.06	
450	  -58188.798	6	1	   9472671.7	   198.27933	 0.047578713	
450	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
450	  -55317.841	8	2	   9224799.7	         200	        0.06	
450	  -57611.329	9	2	    10262898	   183.80291	        0.06	
460	  -57227.282		2	   9619816.8	   192.37377	        0.06	
460	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
460	  -67314.146	2	2	    12608759	   156.14639	 0.053616509	
460	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
460	  -59843.762	4	2	     9545827	   192.50201	        0.06	
460	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
460	  -58188.798	6	2	   9472671.7	   198.27933	 0.047578713	
460	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
460	  -55317.841	8	2	   9224799.7	         200	        0.06	
460	  -57611.329	9	2	    10262898	   183.80291	        0.06	
470	  -57227.282		2	   9619816.8	   192.37377	        0.06	
470	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
470	  -67314.146	2	2	    12608759	   156.14639	 0.053616509	
470	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
470	  -59843.762	4	2	     9545827	   192.50201	        0.06	
470	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
470	  -58188.798	6	2	   9472671.7	   198.27933	 0.047578713	
470	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
470	  -55317.841	8	2	   9224799.7	         200	        0.06	
470	  -57611.329	9	2	    10262898	   183.80291	        0.06	
480	  -57227.282		2	   9619816.8	   192.37377	        0.06	
480	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
480	  -66875.504	2	1	    12567059	   156.30404	 0.053452438	
480	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
480	  -59843.762	4	2	     9545827	   192.50201	        0.06	
480	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
480	  -56773.529	6	1	     9516291	   194.18539	        0.06	
480	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
480	  -55317.841	8	2	   9224799.7	         200	        0.06	
480	  -57611.329	9	2	    10262898	   183.80291	        0.06	
490	  -57227.282		2	   9619816.8	   192.37377	        0.06	
490	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
490	  -65388.645	2	1	    12452699	   155.54579	        0.06	
490	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
490	  -59843.762	4	2	     9545827	   192.50201	        0.06	
490	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
490	  -56773.529	6	2	     9516291	   194.18539	        0.06	
490	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
490	  -55317.841	8	2	   9224799.7	         200	        0.06	
490	  -57611.329	9	2	    10262898	   183.80291	        0.06	
500	  -57227.282		2	   9619816.8	   192.37377	        0.06	
500	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
500	  -63643.621	2	1	    12317332	   157.68566	        0.06	
500	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
500	  -58475.084	4	1	   9490224.9	   197.08011	 0.046385736	
500	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
500	  -56773.529	6	2	     9516291	   194.18539	        0.06	
500	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
500	  -55317.841	8	2	   9224799.7	         200	        0.06	
500	  -57611.329	9	2	    10262898	   183.80291	        0.06	
510	  -57227.282		2	   9619816.8	   192.37377	        0.06	
510	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
510	  -63643.621	2	2	    12317332	   157.68566	        0.06	
510	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
510	  -57227.277	4	1	   9696564.2	   191.24481	        0.06	
510	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
510	  -56773.529	6	2	     9516291	   194.18539	        0.06	
510	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
510	  -55317.841	8	2	   9224799.7	         200	        0.06	
510	  -57611.329	9	2	    10262898	   183.80291	        0.06	
520	  -55670.652		1	   9374662.5	   197.31642	        0.06	
520	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
520	  -63643.621	2	2	    12317332	   157.68566	        0.06	
520	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
520	  -57227.277	4	2	   9696564.2	   191.24481	        0.06	
520	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
520	  -56773.529	6	2	     9516291	   194.18539	        0.06	
520	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
520	  -55317.841	8	2	   9224799.7	         200	        0.06	
520	  -57611.329	9	2	    10262898	   183.80291	        0.06	
530	  -55670.652		2	   9374662.5	   197.31642	        0.06	
530	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
530	  -62695.051	2	1	    12054582	   160.85277	 0.059972698	
530	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
530	  -56649.877	4	1	   9504644.9	   194.43959	        0.06	
530	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
530	  -56773.529	6	2	     9516291	   194.18539	        0.06	
530	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
530	  -55317.841	8	2	   9224799.7	         200	        0.06	
530	  -57611.329	9	2	    10262898	   183.80291	        0.06	
540	  -55670.652		2	   9374662.5	   197.31642	        0.06	
540	  -57166.917	1	2	   9806085.1	   189.71772	        0.06	
540	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
540	   -62330.11	3	2	   9514548.5	   196.74987	 0.037350291	
540	  -55620.267	4	1	   9346144.2	   197.78845	 0.059983806	
540	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
540	  -56773.529	6	2	     9516291	   194.18539	        0.06	
540	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
540	  -55317.841	8	2	   9224799.7	         200	        0.06	
540	  -57611.329	9	2	    10262898	   183.80291	        0.06	
550	  -55670.652		2	   9374662.5	   197.31642	        0.06	
550	   -57027.32	1	1	   9600345.2	   192.77657	        0.06	
550	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
550	   -60655.97	3	1	   9430575.9	   195.74928	 0.050987574	
550	  -55620.267	4	2	   9346144.2	   197.78845	 0.059983806	
550	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
550	  -55984.804	6	1	   9325536.8	   197.64331	 0.059995581	
550	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
550	  -55317.841	8	2	   9224799.7	         200	        0.06	
550	  -57611.329	9	2	    10262898	   183.80291	        0.06	
560	  -55670.652		2	   9374662.5	   197.31642	        0.06	
560	   -57027.32	1	2	   9600345.2	   192.77657	        0.06	
560	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
560	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
560	  -55620.267	4	2	   9346144.2	   197.78845	 0.059983806	
560	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
560	  -55984.804	6	2	   9325536.8	   197.64331	 0.059995581	
560	  -61198.976	7	2	   9960602.6	   190.69356	 0.040254357	
560	  -55317.841	8	2	   9224799.7	         200	        0.06	
560	  -57611.329	9	2	    10262898	   183.80291	        0.06	
570	  -55670.652		2	   9374662.5	   197.31642	        0.06	
570	   -57027.32	1	2	   9600345.2	   192.77657	        0.06	
570	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
570	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
570	  -55620.267	4	2	   9346144.2	   197.78845	 0.059983806	
570	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
570	  -55984.804	6	2	   9325536.8	   197.64331	 0.059995581	
570	  -61175.711	7	1	   9960602.6	   190.69356	 0.040334292	
570	  -55317.841	8	2	   9224799.7	         200	        0.06	
570	  -57611.329	9	2	    10262898	   183.80291	        0.06	
580	  -55670.652		2	   9374662.5	   197.31642	        0.06	
580	   -56783.33	1	1	   9605863.2	   192.85093	        0.06	
580	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
580	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
580	  -55620.267	4	2	   9346144.2	   197.78845	 0.059983806	
580	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
580	  -55984.804	6	2	   9325536.8	   197.64331	 0.059995581	
580	  -61175.711	7	2	   9960602.6	   190.69356	 0.040334292	
580	  -55317.841	8	2	   9224799.7	         200	        0.06	
580	  -57611.329	9	2	    10262898	   183.80291	        0.06	
590	  -55670.652		2	   9374662.5	   197.31642	        0.06	
590	   -56561.59	1	1	   9508735.2	   194.50829	 0.059725166	
590	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
590	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
590	  -55620.267	4	2	   9346144.2	   197.78845	 0.059983806	
590	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
590	  -55984.804	6	2	   9325536.8	   197.64331	 0.059995581	
590	  -61175.711	7	2	   9960602.6	   190.69356	 0.040334292	
590	  -55317.841	8	2	   9224799.7	         200	        0.06	
590	  -57611.329	9	2	    10262898	   183.80291	        0.06	
600	  -55670.652		2	   9374662.5	   197.31642	        0.06	
600	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
600	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
600	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
600	  -55620.267	4	2	   9346144.2	   197.78845	 0.059983806	
600	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
600	  -55984.804	6	2	   9325536.8	   197.64331	 0.059995581	
600	  -61175.711	7	2	   9960602.6	   190.69356	 0.040334292	
600	  -55317.841	8	2	   9224799.7	         200	        0.06	
600	  -57611.329	9	2	    10262898	   183.80291	        0.06	
610	  -55670.652		2	   9374662.5	   197.31642	        0.06	
610	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
610	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
610	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
610	  -55620.267	4	2	   9346144.2	   197.78845	 0.059983806	
610	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
610	  -55984.804	6	2	   9325536.8	   197.64331	 0.059995581	
610	  -60505.216	7	1	   9816249.8	   193.61323	 0.046456972	
610	  -55317.841	8	2	   9224799.7	         200	        0.06	
610	  -57611.329	9	2	    10262898	   183.80291	        0.06	
620	  -55670.652		2	   9374662.5	   197.31642	        0.06	
620	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
620	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
620	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
620	  -55620.267	4	2	   9346144.2	   197.78845	 0.059983806	
620	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
620	  -55984.804	6	2	   9325536.8	   197.64331	 0.059995581	
620	  -60505.216	7	2	   9816249.8	   193.61323	 0.046456972	
620	  -55317.841	8	2	   9224799.7	         200	        0.06	
620	  -57611.329	9	2	    10262898	   183.80291	        0.06	
630	  -55670.652		2	   9374662.5	   197.31642	        0.06	
630	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
630	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
630	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
630	  -55497.324	4	1	   9201884.8	         200	        0.06	
630	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
630	  -55984.804	6	2	   9325536.8	   197.64331	 0.059995581	
630	  -60505.216	7	2	   9816249.8	   193.61323	 0.046456972	
630	  -55317.841	8	2	   9224799.7	         200	        0.06	
630	  -57611.329	9	2	    10262898	   183.80291	        0.06	
640	  -55670.652		2	   9374662.5	   197.31642	        0.06	
640	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
640	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
640	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
640	  -55497.324	4	2	   9201884.8	         200	        0.06	
640	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
640	   -55493.07	6	1	     9328394	   198.48807	        0.06	
640	  -60505.216	7	2	   9816249.8	   193.61323	 0.046456972	
640	  -55317.841	8	2	   9224799.7	         200	        0.06	
640	  -57611.329	9	2	    10262898	   183.80291	        0.06	
650	  -55670.652		2	   9374662.5	   197.31642	        0.06	
650	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
650	  -62695.051	2	2	    12054582	   160.85277	 0.059972698	
650	   -60655.97	3	2	   9430575.9	   195.74928	 0.050987574	
650	  -55497.324	4	2	   9201884.8	         200	        0.06	
650	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
650	   -55493.07	6	2	     9328394	   198.48807	        0.06	
650	  -60505.216	7	2	   9816249.8	   193.61323	 0.046456972	
650	  -55317.841	8	2	   9224799.7	         200	        0.06	
650	  -57611.329	9	2	    10262898	   183.80291	        0.06	
660	  -55670.652		2	   9374662.5	   197.31642	        0.06	
660	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
660	  -62686.541	2	1	    12054582	   160.85277	        0.06	
660	  -60552.029	3	1	   9430575.9	   195.74928	 0.051159407	
660	  -55497.324	4	2	   9201884.8	         200	        0.06	
660	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
660	   -55493.07	6	2	     9328394	   198.48807	        0.06	
660	  -60505.216	7	2	   9816249.8	   193.61323	 0.046456972	
660	  -55317.841	8	2	   9224799.7	         200	        0.06	
660	  -57611.329	9	2	    10262898	   183.80291	        0.06	
670	  -55670.652		2	   9374662.5	   197.31642	        0.06	
670	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
670	  -62686.541	2	2	    12054582	   160.85277	        0.06	
670	  -60552.029	3	2	   9430575.9	   195.74928	 0.051159407	
670	  -55497.324	4	2	   9201884.8	         200	        0.06	
670	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
670	   -55493.07	6	2	     9328394	   198.48807	        0.06	
670	  -60505.216	7	2	   9816249.8	   193.61323	 0.046456972	
670	  -55317.841	8	2	   9224799.7	         200	        0.06	
670	  -57611.329	9	2	    10262898	   183.80291	        0.06	
680	  -55670.652		2	   9374662.5	   197.31642	        0.06	
680	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
680	  -62686.541	2	2	    12054582	   160.85277	        0.06	
680	  -60552.029	3	2	   9430575.9	   195.74928	 0.051159407	
680	  -55497.324	4	2	   9201884.8	         200	        0.06	
680	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
680	   -55493.07	6	2	     9328394	   198.48807	        0.06	
680	  -60505.216	7	2	   9816249.8	   193.61323	 0.046456972	
680	  -55317.841	8	2	   9224799.7	         200	        0.06	
680	  -57611.329	9	2	    10262898	   183.80291	        0.06	
690	  -55670.652		2	   9374662.5	   197.31642	        0.06	
690	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
690	  -62686.541	2	2	    12054582	   160.85277	        0.06	
690	  -57901.189	3	1	   9341237.1	   198.29755	 0.051119513	
690	  -55497.324	4	2	   9201884.8	         200	        0.06	
690	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
690	   -55493.07	6	2	     9328394	   198.48807	        0.06	
690	  -59711.519	7	1	   9919694.2	   190.24215	 0.046456972	
690	  -55317.841	8	2	   9224799.7	         200	        0.06	
690	  -57611.329	9	2	    10262898	   183.80291	        0.06	
700	  -55670.652		2	   9374662.5	   197.31642	        0.06	
700	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
700	  -62686.541	2	2	    12054582	   160.85277	        0.06	
700	  -57901.189	3	2	   9341237.1	   198.29755	 0.051119513	
700	  -55497.324	4	2	   9201884.8	         200	        0.06	
700	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
700	  -55391.661	6	1	   9254240.4	         200	        0.06	
700	  -59711.519	7	2	   9919694.2	   190.24215	 0.046456972	
700	  -55317.841	8	2	   9224799.7	         200	        0.06	
700	  -56714.207	9	1	   9807229.6	   191.10348	        0.06	
710	  -55670.652		2	   9374662.5	   197.31642	        0.06	
710	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
710	  -62686.541	2	2	    12054582	   160.85277	        0.06	
710	  -57901.189	3	2	   9341237.1	   198.29755	 0.051119513	
710	  -55497.324	4	2	   9201884.8	         200	        0.06	
710	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
710	  -55391.661	6	2	   9254240.4	         200	        0.06	
710	  -59711.519	7	2	   9919694.2	   190.24215	 0.046456972	
710	  -55317.841	8	2	   9224799.7	         200	        0.06	
710	  -56714.207	9	2	   9807229.6	   191.10348	        0.06	
720	  -55670.652		2	   9374662.5	   197.31642	        0.06	
720	   -56561.59	1	2	   9508735.2	   194.50829	 0.059725166	
720	  -62686.541	2	2	    12054582	   160.85277	        0.06	
720	  -57901.189	3	2	   9341237.1	   198.29755	 0.051119513	
720	  -55475.622	4	1	   9203869.4	         200	 0.059991948	
720	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
720	  -55391.661	6	2	   9254240.4	         200	        0.06	
720	  -58257.851	7	1	   9920671.7	   189.75608	 0.052502497	
720	  -55317.841	8	2	   9224799.7	         200	        0.06	
720	  -56714.207	9	2	   9807229.6	   191.10348	        0.06	
730	  -55670.652		2	   9374662.5	   197.31642	        0.06	
730	  -56438.685	1	1	     9642234	   192.69806	 0.059774615	
730	  -62686.541	2	2	    12054582	   160.85277	        0.06	
730	  -57260.253	3	1	   9376728.3	   198.33679	 0.051118225	
730	  -55475.622	4	2	   9203869.4	         200	 0.059991948	
730	  -55577.341	5	2	   9282253.6	   199.76071	        0.06	
